"tstat","ptype","value","n","tau","EY","B","H0A","H0Y","seed"
"T23","rho.oracle",0.865,48,10,0.5,200,FALSE,TRUE,4000008
"T23","rho.plug",0.79,48,10,0.5,200,FALSE,TRUE,4000008
"T31","rho.sharp",0.01,48,10,0.5,200,FALSE,TRUE,4000008
"T31","rho.oracle",0.21,48,10,0.5,200,FALSE,TRUE,4000008
"T31","rho.plug",0.205,48,10,0.5,200,FALSE,TRUE,4000008
"T32","rho.sharp",0.01,48,10,0.5,200,FALSE,TRUE,4000008
"T32","rho.oracle",0.295,48,10,0.5,200,FALSE,TRUE,4000008
"T32","rho.plug",0.315,48,10,0.5,200,FALSE,TRUE,4000008
"T33","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000008
"T33","rho.oracle",0.65,48,10,0.5,200,FALSE,TRUE,4000008
"T33","rho.plug",0.57,48,10,0.5,200,FALSE,TRUE,4000008
"T41","rho.sharp",0.01,48,10,0.5,200,FALSE,TRUE,4000008
"T41","rho.oracle",0.21,48,10,0.5,200,FALSE,TRUE,4000008
"T41","rho.plug",0.205,48,10,0.5,200,FALSE,TRUE,4000008
"T42","rho.sharp",0.01,48,10,0.5,200,FALSE,TRUE,4000008
"T42","rho.oracle",0.295,48,10,0.5,200,FALSE,TRUE,4000008
"T42","rho.plug",0.315,48,10,0.5,200,FALSE,TRUE,4000008
"T43","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000008
"T43","rho.oracle",0.65,48,10,0.5,200,FALSE,TRUE,4000008
"T43","rho.plug",0.57,48,10,0.5,200,FALSE,TRUE,4000008
"T11","rho.sharp",0.005,24,5,0.5,200,FALSE,FALSE,4000008
"T11","rho.oracle",0.31,24,5,0.5,200,FALSE,FALSE,4000008
"T11","rho.plug",0.21,24,5,0.5,200,FALSE,FALSE,4000008
"T12","rho.sharp",0.005,24,5,0.5,200,FALSE,FALSE,4000008
"T12","rho.oracle",0.215,24,5,0.5,200,FALSE,FALSE,4000008
"T12","rho.plug",0.155,24,5,0.5,200,FALSE,FALSE,4000008
"T13","rho.sharp",0,24,5,0.5,200,FALSE,FALSE,4000008
"T13","rho.oracle",0.36,24,5,0.5,200,FALSE,FALSE,4000008
"T13","rho.plug",0.32,24,5,0.5,200,FALSE,FALSE,4000008
"T21","rho.sharp",0.39,24,5,0.5,200,FALSE,FALSE,4000008
"T21","rho.oracle",0.665,24,5,0.5,200,FALSE,FALSE,4000008
"T21","rho.plug",0.745,24,5,0.5,200,FALSE,FALSE,4000008
"T22","rho.sharp",0.095,24,5,0.5,200,FALSE,FALSE,4000008
"T22","rho.oracle",0.235,24,5,0.5,200,FALSE,FALSE,4000008
"T22","rho.plug",0.255,24,5,0.5,200,FALSE,FALSE,4000008
"T23","rho.sharp",0.015,24,5,0.5,200,FALSE,FALSE,4000008
"T23","rho.oracle",0.825,24,5,0.5,200,FALSE,FALSE,4000008
"T23","rho.plug",0.84,24,5,0.5,200,FALSE,FALSE,4000008
"T31","rho.sharp",0.03,24,5,0.5,200,FALSE,FALSE,4000008
"T31","rho.oracle",0.45,24,5,0.5,200,FALSE,FALSE,4000008
"T31","rho.plug",0.39,24,5,0.5,200,FALSE,FALSE,4000008
"T32","rho.sharp",0.04,24,5,0.5,200,FALSE,FALSE,4000008
"T32","rho.oracle",0.215,24,5,0.5,200,FALSE,FALSE,4000008
"T32","rho.plug",0.195,24,5,0.5,200,FALSE,FALSE,4000008
"T33","rho.sharp",0,24,5,0.5,200,FALSE,FALSE,4000008
"T33","rho.oracle",0.8,24,5,0.5,200,FALSE,FALSE,4000008
"T33","rho.plug",0.785,24,5,0.5,200,FALSE,FALSE,4000008
"T41","rho.sharp",0.03,24,5,0.5,200,FALSE,FALSE,4000008
"T41","rho.oracle",0.45,24,5,0.5,200,FALSE,FALSE,4000008
"T41","rho.plug",0.39,24,5,0.5,200,FALSE,FALSE,4000008
"T42","rho.sharp",0.04,24,5,0.5,200,FALSE,FALSE,4000008
"T42","rho.oracle",0.215,24,5,0.5,200,FALSE,FALSE,4000008
"T42","rho.plug",0.195,24,5,0.5,200,FALSE,FALSE,4000008
"T43","rho.sharp",0,24,5,0.5,200,FALSE,FALSE,4000008
"T43","rho.oracle",0.8,24,5,0.5,200,FALSE,FALSE,4000008
"T43","rho.plug",0.785,24,5,0.5,200,FALSE,FALSE,4000008
"T11","rho.sharp",0.005,48,10,0.5,200,FALSE,FALSE,4000008
"T11","rho.oracle",0.015,48,10,0.5,200,FALSE,FALSE,4000008
"T11","rho.plug",0.02,48,10,0.5,200,FALSE,FALSE,4000008
"T12","rho.sharp",0.005,48,10,0.5,200,FALSE,FALSE,4000008
"T12","rho.oracle",0,48,10,0.5,200,FALSE,FALSE,4000008
"T12","rho.plug",0,48,10,0.5,200,FALSE,FALSE,4000008
"T13","rho.sharp",0.005,48,10,0.5,200,FALSE,FALSE,4000008
"T13","rho.oracle",0.93,48,10,0.5,200,FALSE,FALSE,4000008
"T13","rho.plug",0.985,48,10,0.5,200,FALSE,FALSE,4000008
"T21","rho.sharp",0.005,48,10,0.5,200,FALSE,FALSE,4000008
"T21","rho.oracle",0,48,10,0.5,200,FALSE,FALSE,4000008
"T21","rho.plug",0.005,48,10,0.5,200,FALSE,FALSE,4000008
"T22","rho.sharp",0.005,48,10,0.5,200,FALSE,FALSE,4000008
"T22","rho.oracle",0,48,10,0.5,200,FALSE,FALSE,4000008
"T22","rho.plug",0,48,10,0.5,200,FALSE,FALSE,4000008
"T23","rho.sharp",0.005,48,10,0.5,200,FALSE,FALSE,4000008
"T23","rho.oracle",0.925,48,10,0.5,200,FALSE,FALSE,4000008
"T23","rho.plug",0.97,48,10,0.5,200,FALSE,FALSE,4000008
"T31","rho.sharp",0.005,48,10,0.5,200,FALSE,FALSE,4000008
"T31","rho.oracle",0,48,10,0.5,200,FALSE,FALSE,4000008
"T31","rho.plug",0.005,48,10,0.5,200,FALSE,FALSE,4000008
"T32","rho.sharp",0.005,48,10,0.5,200,FALSE,FALSE,4000008
"T32","rho.oracle",0,48,10,0.5,200,FALSE,FALSE,4000008
"T32","rho.plug",0,48,10,0.5,200,FALSE,FALSE,4000008
"T33","rho.sharp",0.005,48,10,0.5,200,FALSE,FALSE,4000008
"T33","rho.oracle",0.88,48,10,0.5,200,FALSE,FALSE,4000008
"T33","rho.plug",1,48,10,0.5,200,FALSE,FALSE,4000008
"T41","rho.sharp",0.005,48,10,0.5,200,FALSE,FALSE,4000008
"T41","rho.oracle",0,48,10,0.5,200,FALSE,FALSE,4000008
"T41","rho.plug",0.005,48,10,0.5,200,FALSE,FALSE,4000008
"T42","rho.sharp",0.005,48,10,0.5,200,FALSE,FALSE,4000008
"T42","rho.oracle",0,48,10,0.5,200,FALSE,FALSE,4000008
"T42","rho.plug",0,48,10,0.5,200,FALSE,FALSE,4000008
"T43","rho.sharp",0.005,48,10,0.5,200,FALSE,FALSE,4000008
"T43","rho.oracle",0.88,48,10,0.5,200,FALSE,FALSE,4000008
"T43","rho.plug",1,48,10,0.5,200,FALSE,FALSE,4000008
"T11","rho.sharp",0.005,24,5,0.5,200,TRUE,TRUE,4000009
"T11","rho.oracle",0.025,24,5,0.5,200,TRUE,TRUE,4000009
"T11","rho.plug",0.035,24,5,0.5,200,TRUE,TRUE,4000009
"T12","rho.sharp",0.005,24,5,0.5,200,TRUE,TRUE,4000009
"T12","rho.oracle",0.01,24,5,0.5,200,TRUE,TRUE,4000009
"T12","rho.plug",0.03,24,5,0.5,200,TRUE,TRUE,4000009
"T13","rho.sharp",0.805,24,5,0.5,200,TRUE,TRUE,4000009
"T13","rho.oracle",0.795,24,5,0.5,200,TRUE,TRUE,4000009
"T13","rho.plug",0.99,24,5,0.5,200,TRUE,TRUE,4000009
"T21","rho.sharp",0.03,24,5,0.5,200,TRUE,TRUE,4000009
"T21","rho.oracle",0.03,24,5,0.5,200,TRUE,TRUE,4000009
"T21","rho.plug",0.04,24,5,0.5,200,TRUE,TRUE,4000009
"T22","rho.sharp",0.01,24,5,0.5,200,TRUE,TRUE,4000009
"T22","rho.oracle",0.015,24,5,0.5,200,TRUE,TRUE,4000009
"T22","rho.plug",0.02,24,5,0.5,200,TRUE,TRUE,4000009
"T23","rho.sharp",0.375,24,5,0.5,200,TRUE,TRUE,4000009
"T23","rho.oracle",0.29,24,5,0.5,200,TRUE,TRUE,4000009
"T23","rho.plug",0.795,24,5,0.5,200,TRUE,TRUE,4000009
"T31","rho.sharp",0.005,24,5,0.5,200,TRUE,TRUE,4000009
"T31","rho.oracle",0.025,24,5,0.5,200,TRUE,TRUE,4000009
"T31","rho.plug",0.03,24,5,0.5,200,TRUE,TRUE,4000009
"T32","rho.sharp",0.005,24,5,0.5,200,TRUE,TRUE,4000009
"T32","rho.oracle",0.01,24,5,0.5,200,TRUE,TRUE,4000009
"T32","rho.plug",0.02,24,5,0.5,200,TRUE,TRUE,4000009
"T33","rho.sharp",0.72,24,5,0.5,200,TRUE,TRUE,4000009
"T33","rho.oracle",0.73,24,5,0.5,200,TRUE,TRUE,4000009
"T33","rho.plug",0.99,24,5,0.5,200,TRUE,TRUE,4000009
"T41","rho.sharp",0.005,24,5,0.5,200,TRUE,TRUE,4000009
"T41","rho.oracle",0.025,24,5,0.5,200,TRUE,TRUE,4000009
"T41","rho.plug",0.03,24,5,0.5,200,TRUE,TRUE,4000009
"T42","rho.sharp",0.005,24,5,0.5,200,TRUE,TRUE,4000009
"T42","rho.oracle",0.01,24,5,0.5,200,TRUE,TRUE,4000009
"T42","rho.plug",0.02,24,5,0.5,200,TRUE,TRUE,4000009
"T43","rho.sharp",0.72,24,5,0.5,200,TRUE,TRUE,4000009
"T43","rho.oracle",0.73,24,5,0.5,200,TRUE,TRUE,4000009
"T43","rho.plug",0.99,24,5,0.5,200,TRUE,TRUE,4000009
"T11","rho.sharp",0.355,48,10,0.5,200,TRUE,TRUE,4000009
"T11","rho.oracle",0.39,48,10,0.5,200,TRUE,TRUE,4000009
"T11","rho.plug",0.51,48,10,0.5,200,TRUE,TRUE,4000009
"T12","rho.sharp",0.35,48,10,0.5,200,TRUE,TRUE,4000009
"T12","rho.oracle",0.38,48,10,0.5,200,TRUE,TRUE,4000009
"T12","rho.plug",0.505,48,10,0.5,200,TRUE,TRUE,4000009
"T13","rho.sharp",0.745,48,10,0.5,200,TRUE,TRUE,4000009
"T13","rho.oracle",0.79,48,10,0.5,200,TRUE,TRUE,4000009
"T13","rho.plug",0.75,48,10,0.5,200,TRUE,TRUE,4000009
"T21","rho.sharp",0.42,48,10,0.5,200,TRUE,TRUE,4000009
"T21","rho.oracle",0.425,48,10,0.5,200,TRUE,TRUE,4000009
"T21","rho.plug",0.45,48,10,0.5,200,TRUE,TRUE,4000009
"T22","rho.sharp",0.375,48,10,0.5,200,TRUE,TRUE,4000009
"T22","rho.oracle",0.395,48,10,0.5,200,TRUE,TRUE,4000009
"T22","rho.plug",0.435,48,10,0.5,200,TRUE,TRUE,4000009
"T23","rho.sharp",0.695,48,10,0.5,200,TRUE,TRUE,4000009
"T23","rho.oracle",0.66,48,10,0.5,200,TRUE,TRUE,4000009
"T23","rho.plug",0.555,48,10,0.5,200,TRUE,TRUE,4000009
"T31","rho.sharp",0.375,48,10,0.5,200,TRUE,TRUE,4000009
"T31","rho.oracle",0.385,48,10,0.5,200,TRUE,TRUE,4000009
"T31","rho.plug",0.47,48,10,0.5,200,TRUE,TRUE,4000009
"T32","rho.sharp",0.39,48,10,0.5,200,TRUE,TRUE,4000009
"T32","rho.oracle",0.385,48,10,0.5,200,TRUE,TRUE,4000009
"T32","rho.plug",0.465,48,10,0.5,200,TRUE,TRUE,4000009
"T33","rho.sharp",0.615,48,10,0.5,200,TRUE,TRUE,4000009
"T33","rho.oracle",0.625,48,10,0.5,200,TRUE,TRUE,4000009
"T33","rho.plug",0.49,48,10,0.5,200,TRUE,TRUE,4000009
"T41","rho.sharp",0.375,48,10,0.5,200,TRUE,TRUE,4000009
"T41","rho.oracle",0.385,48,10,0.5,200,TRUE,TRUE,4000009
"T41","rho.plug",0.47,48,10,0.5,200,TRUE,TRUE,4000009
"T42","rho.sharp",0.39,48,10,0.5,200,TRUE,TRUE,4000009
"T42","rho.oracle",0.385,48,10,0.5,200,TRUE,TRUE,4000009
"T42","rho.plug",0.465,48,10,0.5,200,TRUE,TRUE,4000009
"T43","rho.sharp",0.615,48,10,0.5,200,TRUE,TRUE,4000009
"T43","rho.oracle",0.625,48,10,0.5,200,TRUE,TRUE,4000009
"T43","rho.plug",0.49,48,10,0.5,200,TRUE,TRUE,4000009
"T11","rho.sharp",0.005,24,5,0.5,200,FALSE,TRUE,4000009
"T11","rho.oracle",0.05,24,5,0.5,200,FALSE,TRUE,4000009
"T11","rho.plug",0.085,24,5,0.5,200,FALSE,TRUE,4000009
"T12","rho.sharp",0,24,5,0.5,200,FALSE,TRUE,4000009
"T12","rho.oracle",0.035,24,5,0.5,200,FALSE,TRUE,4000009
"T12","rho.plug",0.065,24,5,0.5,200,FALSE,TRUE,4000009
"T13","rho.sharp",0.35,24,5,0.5,200,FALSE,TRUE,4000009
"T13","rho.oracle",0.96,24,5,0.5,200,FALSE,TRUE,4000009
"T13","rho.plug",1,24,5,0.5,200,FALSE,TRUE,4000009
"T21","rho.sharp",0.025,24,5,0.5,200,FALSE,TRUE,4000009
"T21","rho.oracle",0.055,24,5,0.5,200,FALSE,TRUE,4000009
"T21","rho.plug",0.085,24,5,0.5,200,FALSE,TRUE,4000009
"T22","rho.sharp",0.005,24,5,0.5,200,FALSE,TRUE,4000009
"T22","rho.oracle",0.04,24,5,0.5,200,FALSE,TRUE,4000009
"T22","rho.plug",0.065,24,5,0.5,200,FALSE,TRUE,4000009
"T23","rho.sharp",0.1,24,5,0.5,200,FALSE,TRUE,4000009
"T23","rho.oracle",0.74,24,5,0.5,200,FALSE,TRUE,4000009
"T23","rho.plug",0.93,24,5,0.5,200,FALSE,TRUE,4000009
"T31","rho.sharp",0,24,5,0.5,200,FALSE,TRUE,4000009
"T31","rho.oracle",0.055,24,5,0.5,200,FALSE,TRUE,4000009
"T31","rho.plug",0.075,24,5,0.5,200,FALSE,TRUE,4000009
"T32","rho.sharp",0,24,5,0.5,200,FALSE,TRUE,4000009
"T32","rho.oracle",0.03,24,5,0.5,200,FALSE,TRUE,4000009
"T32","rho.plug",0.04,24,5,0.5,200,FALSE,TRUE,4000009
"T33","rho.sharp",0.39,24,5,0.5,200,FALSE,TRUE,4000009
"T33","rho.oracle",0.99,24,5,0.5,200,FALSE,TRUE,4000009
"T33","rho.plug",1,24,5,0.5,200,FALSE,TRUE,4000009
"T41","rho.sharp",0,24,5,0.5,200,FALSE,TRUE,4000009
"T41","rho.oracle",0.055,24,5,0.5,200,FALSE,TRUE,4000009
"T41","rho.plug",0.075,24,5,0.5,200,FALSE,TRUE,4000009
"T42","rho.sharp",0,24,5,0.5,200,FALSE,TRUE,4000009
"T42","rho.oracle",0.03,24,5,0.5,200,FALSE,TRUE,4000009
"T42","rho.plug",0.04,24,5,0.5,200,FALSE,TRUE,4000009
"T43","rho.sharp",0.39,24,5,0.5,200,FALSE,TRUE,4000009
"T43","rho.oracle",0.99,24,5,0.5,200,FALSE,TRUE,4000009
"T43","rho.plug",1,24,5,0.5,200,FALSE,TRUE,4000009
"T11","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000009
"T11","rho.oracle",0.355,48,10,0.5,200,FALSE,TRUE,4000009
"T11","rho.plug",0.475,48,10,0.5,200,FALSE,TRUE,4000009
"T12","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000009
"T12","rho.oracle",0.35,48,10,0.5,200,FALSE,TRUE,4000009
"T12","rho.plug",0.47,48,10,0.5,200,FALSE,TRUE,4000009
"T13","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000009
"T13","rho.oracle",0.885,48,10,0.5,200,FALSE,TRUE,4000009
"T13","rho.plug",0.735,48,10,0.5,200,FALSE,TRUE,4000009
"T21","rho.sharp",0.03,48,10,0.5,200,FALSE,TRUE,4000009
"T21","rho.oracle",0.36,48,10,0.5,200,FALSE,TRUE,4000009
"T21","rho.plug",0.375,48,10,0.5,200,FALSE,TRUE,4000009
"T22","rho.sharp",0.02,48,10,0.5,200,FALSE,TRUE,4000009
"T22","rho.oracle",0.355,48,10,0.5,200,FALSE,TRUE,4000009
"T22","rho.plug",0.375,48,10,0.5,200,FALSE,TRUE,4000009
"T23","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000009
"T23","rho.oracle",0.83,48,10,0.5,200,FALSE,TRUE,4000009
"T23","rho.plug",0.655,48,10,0.5,200,FALSE,TRUE,4000009
"T31","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000009
"T31","rho.oracle",0.295,48,10,0.5,200,FALSE,TRUE,4000009
"T31","rho.plug",0.37,48,10,0.5,200,FALSE,TRUE,4000009
"T32","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000009
"T32","rho.oracle",0.315,48,10,0.5,200,FALSE,TRUE,4000009
"T32","rho.plug",0.38,48,10,0.5,200,FALSE,TRUE,4000009
"T33","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000009
"T33","rho.oracle",0.55,48,10,0.5,200,FALSE,TRUE,4000009
"T33","rho.plug",0.42,48,10,0.5,200,FALSE,TRUE,4000009
"T41","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000009
"T41","rho.oracle",0.295,48,10,0.5,200,FALSE,TRUE,4000009
"T41","rho.plug",0.37,48,10,0.5,200,FALSE,TRUE,4000009
"T42","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000009
"T42","rho.oracle",0.315,48,10,0.5,200,FALSE,TRUE,4000009
"T42","rho.plug",0.38,48,10,0.5,200,FALSE,TRUE,4000009
"T43","rho.sharp",0,48,10,0.5,200,FALSE,TRUE,4000009
"T43","rho.oracle",0.55,48,10,0.5,200,FALSE,TRUE,4000009
"T43","rho.plug",0.42,48,10,0.5,200,FALSE,TRUE,4000009
"T11","rho.sharp",0.035,24,5,0.5,200,FALSE,FALSE,4000009
"T11","rho.oracle",0.695,24,5,0.5,200,FALSE,FALSE,4000009
"T11","rho.plug",0.69,24,5,0.5,200,FALSE,FALSE,4000009
"T12","rho.sharp",0.01,24,5,0.5,200,FALSE,FALSE,4000009
"T12","rho.oracle",0.54,24,5,0.5,200,FALSE,FALSE,4000009
"T12","rho.plug",0.47,24,5,0.5,200,FALSE,FALSE,4000009
"T13","rho.sharp",0,24,5,0.5,200,FALSE,FALSE,4000009
"T13","rho.oracle",0.765,24,5,0.5,200,FALSE,FALSE,4000009
"T13","rho.plug",0.88,24,5,0.5,200,FALSE,FALSE,4000009
"T21","rho.sharp",0.275,24,5,0.5,200,FALSE,FALSE,4000009
"T21","rho.oracle",0.735,24,5,0.5,200,FALSE,FALSE,4000009
"T21","rho.plug",0.725,24,5,0.5,200,FALSE,FALSE,4000009
"T22","rho.sharp",0.205,24,5,0.5,200,FALSE,FALSE,4000009
"T22","rho.oracle",0.625,24,5,0.5,200,FALSE,FALSE,4000009
"T22","rho.plug",0.62,24,5,0.5,200,FALSE,FALSE,4000009
"T23","rho.sharp",0.01,24,5,0.5,200,FALSE,FALSE,4000009
"T23","rho.oracle",0.565,24,5,0.5,200,FALSE,FALSE,4000009
"T23","rho.plug",0.655,24,5,0.5,200,FALSE,FALSE,4000009
"T31","rho.sharp",0.095,24,5,0.5,200,FALSE,FALSE,4000009
"T31","rho.oracle",0.735,24,5,0.5,200,FALSE,FALSE,4000009
"T31","rho.plug",0.685,24,5,0.5,200,FALSE,FALSE,4000009
"T32","rho.sharp",0.06,24,5,0.5,200,FALSE,FALSE,4000009
"T32","rho.oracle",0.645,24,5,0.5,200,FALSE,FALSE,4000009
"T32","rho.plug",0.555,24,5,0.5,200,FALSE,FALSE,4000009
"T33","rho.sharp",0,24,5,0.5,200,FALSE,FALSE,4000009
"T33","rho.oracle",0.775,24,5,0.5,200,FALSE,FALSE,4000009
"T33","rho.plug",0.765,24,5,0.5,200,FALSE,FALSE,4000009
"T41","rho.sharp",0.095,24,5,0.5,200,FALSE,FALSE,4000009
"T41","rho.oracle",0.735,24,5,0.5,200,FALSE,FALSE,4000009
"T41","rho.plug",0.685,24,5,0.5,200,FALSE,FALSE,4000009
"T42","rho.sharp",0.06,24,5,0.5,200,FALSE,FALSE,4000009
"T42","rho.oracle",0.645,24,5,0.5,200,FALSE,FALSE,4000009
"T42","rho.plug",0.555,24,5,0.5,200,FALSE,FALSE,4000009
"T43","rho.sharp",0,24,5,0.5,200,FALSE,FALSE,4000009
"T43","rho.oracle",0.775,24,5,0.5,200,FALSE,FALSE,4000009
"T43","rho.plug",0.765,24,5,0.5,200,FALSE,FALSE,4000009
"T11","rho.sharp",0.01,48,10,0.5,200,FALSE,FALSE,4000009
"T11","rho.oracle",0.12,48,10,0.5,200,FALSE,FALSE,4000009
"T11","rho.plug",0.11,48,10,0.5,200,FALSE,FALSE,4000009
"T12","rho.sharp",0.01,48,10,0.5,200,FALSE,FALSE,4000009
"T12","rho.oracle",0.095,48,10,0.5,200,FALSE,FALSE,4000009
"T12","rho.plug",0.07,48,10,0.5,200,FALSE,FALSE,4000009
"T13","rho.sharp",0.01,48,10,0.5,200,FALSE,FALSE,4000009
"T13","rho.oracle",0.575,48,10,0.5,200,FALSE,FALSE,4000009
"T13","rho.plug",0.43,48,10,0.5,200,FALSE,FALSE,4000009
"T21","rho.sharp",0.065,48,10,0.5,200,FALSE,FALSE,4000009
"T21","rho.oracle",0.58,48,10,0.5,200,FALSE,FALSE,4000009
"T21","rho.plug",0.495,48,10,0.5,200,FALSE,FALSE,4000009
"T22","rho.sharp",0.05,48,10,0.5,200,FALSE,FALSE,4000009
"T22","rho.oracle",0.545,48,10,0.5,200,FALSE,FALSE,4000009
"T22","rho.plug",0.44,48,10,0.5,200,FALSE,FALSE,4000009
"T23","rho.sharp",0.01,48,10,0.5,200,FALSE,FALSE,4000009
"T23","rho.oracle",0.96,48,10,0.5,200,FALSE,FALSE,4000009
"T23","rho.plug",0.88,48,10,0.5,200,FALSE,FALSE,4000009
"T31","rho.sharp",0.01,48,10,0.5,200,FALSE,FALSE,4000009
"T31","rho.oracle",0.22,48,10,0.5,200,FALSE,FALSE,4000009
"T31","rho.plug",0.175,48,10,0.5,200,FALSE,FALSE,4000009
"T32","rho.sharp",0.01,48,10,0.5,200,FALSE,FALSE,4000009
"T32","rho.oracle",0.25,48,10,0.5,200,FALSE,FALSE,4000009
"T32","rho.plug",0.215,48,10,0.5,200,FALSE,FALSE,4000009
"T33","rho.sharp",0.01,48,10,0.5,200,FALSE,FALSE,4000009
"T33","rho.oracle",0.84,48,10,0.5,200,FALSE,FALSE,4000009
"T33","rho.plug",0.8,48,10,0.5,200,FALSE,FALSE,4000009
"T41","rho.sharp",0.01,48,10,0.5,200,FALSE,FALSE,4000009
"T41","rho.oracle",0.22,48,10,0.5,200,FALSE,FALSE,4000009
"T41","rho.plug",0.175,48,10,0.5,200,FALSE,FALSE,4000009
"T42","rho.sharp",0.01,48,10,0.5,200,FALSE,FALSE,4000009
"T42","rho.oracle",0.25,48,10,0.5,200,FALSE,FALSE,4000009
"T42","rho.plug",0.215,48,10,0.5,200,FALSE,FALSE,4000009
"T43","rho.sharp",0.01,48,10,0.5,200,FALSE,FALSE,4000009
"T43","rho.oracle",0.84,48,10,0.5,200,FALSE,FALSE,4000009
"T43","rho.plug",0.8,48,10,0.5,200,FALSE,FALSE,4000009
"T11","rho.sharp",0.485,24,5,0.5,200,TRUE,TRUE,4000010
"T11","rho.oracle",0.54,24,5,0.5,200,TRUE,TRUE,4000010
"T11","rho.plug",0.475,24,5,0.5,200,TRUE,TRUE,4000010
"T12","rho.sharp",0.515,24,5,0.5,200,TRUE,TRUE,4000010
"T12","rho.oracle",0.615,24,5,0.5,200,TRUE,TRUE,4000010
"T12","rho.plug",0.51,24,5,0.5,200,TRUE,TRUE,4000010
"T13","rho.sharp",0.68,24,5,0.5,200,TRUE,TRUE,4000010
"T13","rho.oracle",0.67,24,5,0.5,200,TRUE,TRUE,4000010
"T13","rho.plug",0.625,24,5,0.5,200,TRUE,TRUE,4000010
"T21","rho.sharp",0.435,24,5,0.5,200,TRUE,TRUE,4000010
"T21","rho.oracle",0.46,24,5,0.5,200,TRUE,TRUE,4000010
"T21","rho.plug",0.405,24,5,0.5,200,TRUE,TRUE,4000010
"T22","rho.sharp",0.64,24,5,0.5,200,TRUE,TRUE,4000010
"T22","rho.oracle",0.685,24,5,0.5,200,TRUE,TRUE,4000010
"T22","rho.plug",0.6,24,5,0.5,200,TRUE,TRUE,4000010
"T23","rho.sharp",0.33,24,5,0.5,200,TRUE,TRUE,4000010
"T23","rho.oracle",0.24,24,5,0.5,200,TRUE,TRUE,4000010
"T23","rho.plug",0.23,24,5,0.5,200,TRUE,TRUE,4000010
"T31","rho.sharp",0.405,24,5,0.5,200,TRUE,TRUE,4000010
"T31","rho.oracle",0.465,24,5,0.5,200,TRUE,TRUE,4000010
"T31","rho.plug",0.48,24,5,0.5,200,TRUE,TRUE,4000010
"T32","rho.sharp",0.52,24,5,0.5,200,TRUE,TRUE,4000010
"T32","rho.oracle",0.605,24,5,0.5,200,TRUE,TRUE,4000010
"T32","rho.plug",0.595,24,5,0.5,200,TRUE,TRUE,4000010
"T33","rho.sharp",0.31,24,5,0.5,200,TRUE,TRUE,4000010
"T33","rho.oracle",0.25,24,5,0.5,200,TRUE,TRUE,4000010
"T33","rho.plug",0.38,24,5,0.5,200,TRUE,TRUE,4000010
"T41","rho.sharp",0.405,24,5,0.5,200,TRUE,TRUE,4000010
"T41","rho.oracle",0.465,24,5,0.5,200,TRUE,TRUE,4000010
"T41","rho.plug",0.48,24,5,0.5,200,TRUE,TRUE,4000010
"T42","rho.sharp",0.52,24,5,0.5,200,TRUE,TRUE,4000010
"T42","rho.oracle",0.605,24,5,0.5,200,TRUE,TRUE,4000010
"T42","rho.plug",0.595,24,5,0.5,200,TRUE,TRUE,4000010
"T43","rho.sharp",0.31,24,5,0.5,200,TRUE,TRUE,4000010
"T43","rho.oracle",0.25,24,5,0.5,200,TRUE,TRUE,4000010
"T43","rho.plug",0.38,24,5,0.5,200,TRUE,TRUE,4000010
"T11","rho.sharp",0.66,48,10,0.5,200,TRUE,TRUE,4000010
"T11","rho.oracle",0.575,48,10,0.5,200,TRUE,TRUE,4000010
"T11","rho.plug",0.54,48,10,0.5,200,TRUE,TRUE,4000010
"T12","rho.sharp",0.485,48,10,0.5,200,TRUE,TRUE,4000010
"T12","rho.oracle",0.48,48,10,0.5,200,TRUE,TRUE,4000010
"T12","rho.plug",0.435,48,10,0.5,200,TRUE,TRUE,4000010
"T13","rho.sharp",0.105,48,10,0.5,200,TRUE,TRUE,4000010
"T13","rho.oracle",0.095,48,10,0.5,200,TRUE,TRUE,4000010
"T13","rho.plug",0.14,48,10,0.5,200,TRUE,TRUE,4000010
"T21","rho.sharp",0.225,48,10,0.5,200,TRUE,TRUE,4000010
"T21","rho.oracle",0.125,48,10,0.5,200,TRUE,TRUE,4000010
"T21","rho.plug",0.22,48,10,0.5,200,TRUE,TRUE,4000010
"T22","rho.sharp",0.35,48,10,0.5,200,TRUE,TRUE,4000010
"T22","rho.oracle",0.325,48,10,0.5,200,TRUE,TRUE,4000010
"T22","rho.plug",0.385,48,10,0.5,200,TRUE,TRUE,4000010
"T23","rho.sharp",0.25,48,10,0.5,200,TRUE,TRUE,4000010
"T23","rho.oracle",0.105,48,10,0.5,200,TRUE,TRUE,4000010
"T23","rho.plug",0.245,48,10,0.5,200,TRUE,TRUE,4000010
"T31","rho.sharp",0.465,48,10,0.5,200,TRUE,TRUE,4000010
